"genAge","word","n"
"Women, 15-19","wife/husband/partner",112
"Women, 20-24","health",112
"Women, 15-19","breast",110
"Women, 20-24","cervical",110
"Women, 20-24","treat",110
"Women, 20-24","cramp",109
"Women, 15-19","normal",107
"Women, 20-24","baby",107
"Women, 25-35","sign/symptom",105
"Women, 20-24","irregular",104
"Women, 25-35","blood/bleed",104
"Women, 20-24","type",103
"Women, 20-24","itch",102
"Women, 15-19","sexual",99
"Women, 20-24","age",99
"Women, 20-24","cycle",99
"Women, 20-24","infect",99
"Women, 15-19","experience",98
"Women, 15-19","start",97
"Women, 20-24","effective",97
"Women, 25-35","time",97
"Women, 20-24","IUD",96
"Women, 20-24","marriage",93
"Women, 20-24","person",93
"Women, 15-19","safe",92
"Women, 20-24","miss",88
"Women, 20-24","private",88
"Women, 20-24","date",87
"Women, 20-24","people",87
"Women, 20-24","remove",87
"Women, 15-19","blood/bleed",85
"Women, 15-19","fertility/infertility",84
"Women, 15-19","implant",84
"Women, 20-24","depo",83
"Women, 25-35","implant",83
"Women, 20-24","protection",82
"Women, 20-24","call",80
"Women, 15-19","cramp",78
"Women, 25-35","start",78
"Women, 25-35","conceive",77
"Women, 25-35","injection",77
"Women, 20-24","hospital",76
"Women, 15-19","affect",74
"Women, 20-24","negative",74
"Women, 25-35","feel",74
"Women, 20-24","happen",73
"Women, 15-19","vagina",72
"Women, 20-24","facility",70
"Women, 25-35","breast",69
"Women, 25-35","depo",69
"Women, 25-35","stop",69
"Women, 25-35","voucher",69
"Women, 15-19","cervical",68
"Women, 20-24","visit",68
"Women, 25-35","wife/husband/partner",68
"Women, 15-19","advice",67
"Women, 20-24","change",67
"Women, 15-19","age",66
"Women, 15-19","STD",66
"Women, 20-24","lead",66
"Women, 15-19","birth",65
"Women, 20-24","disease",65
"Women, 20-24","healthy",65
"Women, 20-24","learn",65
"Women, 20-24","love",65
"Women, 20-24","low",65
"Women, 20-24","term",65
"Women, 20-24","vaginal",65
"Women, 20-24","late",64
"Women, 20-24","sexual health",62
"Women, 25-35","birth",61
"Women, 25-35","fertility/infertility",61
"Women, 15-19","abortion",60
"Women, 15-19","discharge",60
"Women, 15-19","infection",60
"Women, 20-24","birth control",60
"Women, 20-24","night",59
"Women, 20-24","smell",59
"Women, 25-35","receive",59
"Women, 25-35","true",59
"Women, 15-19","infect",58
"Women, 20-24","reason",58
"Women, 20-24","suppose",58
"Women, 20-24","uti",58
"Women, 25-35","baby",58
"Women, 25-35","cervical",58
"Women, 25-35","child",58
"Women, 15-19","irregular",57
"Women, 25-35","advice",57
"Women, 25-35","lady/girl",57
"Women, 20-24","bad",56
"Women, 25-35","IUD",56
"Women, 15-19","HIV/AIDS",55
"Women, 20-24","count",55
"Women, 20-24","control",54
"Women, 25-35","sexual",54
"Women, 20-24","chance",53
"Women, 20-24","doctor",53
"Women, 20-24","female",53
"Women, 20-24","understand",53
"Women, 20-24","drug",52
"Women, 20-24","send",52
"Women, 15-19","protection",51
"Women, 15-19","true",51
"Women, 15-19","wait",51
"Women, 20-24","reduce",51
"Women, 20-24","reproductive health",51
"Women, 20-24","stay",51
"Women, 20-24","white",51
"Women, 20-24","yesterday",51
"Women, 25-35","normal",51
"Women, 15-19","miss",50
"Women, 15-19","stop",50
"Women, 20-24","immediately",50
"Women, 20-24","stomach",50
"Women, 20-24","yeast",50
"Women, 25-35","prevent",50
"Women, 20-24","morning",49
"Women, 20-24","syphilis",49
"Women, 20-24","urinate",49
"Women, 15-19","health",48
"Women, 20-24","active",48
"Women, 20-24","attend",48
"Women, 20-24","issue",48
"Women, 20-24","miscarriage",48
"Women, 20-24","plan",48
"Women, 20-24","short",48
"Women, 25-35","experience",48
"Women, 15-19","injection",47
"Women, 15-19","test",47
"Women, 20-24","hear",47
"Women, 20-24","hiv/aids",47
"Women, 25-35","discharge",47
"Women, 15-19","call",46
"Women, 15-19","cycle",46
"Women, 20-24","fluid",46
"Women, 20-24","heavy",46
"Women, 20-24","medicine",46
"Women, 25-35","affect",46
"Women, 20-24","concern",45
"Women, 20-24","flow",45
"Women, 20-24","guy",45
"Women, 20-24","regular",45
"Women, 20-24","weight",45
"Women, 15-19","body",44
"Women, 15-19","conceive",44
"Women, 20-24","future",44
"Women, 15-19","disease",43
"Women, 15-19","love",43
"Women, 15-19","treat",43
"Women, 15-19","unprotected sex",43
"Women, 20-24","delay",43
"Women, 20-24","recommend",43
"Women, 20-24","worry",43
"Women, 25-35","condom",43
"Women, 15-19","private",42
"Women, 20-24","relationship",42
"Women, 25-35","safe",42
"Women, 15-19","date",41
"Women, 15-19","emergency pills",41
"Women, 15-19","person",41
"Women, 15-19","receive",41
"Women, 15-19","type",41
"Women, 20-24","bring",41
"Women, 20-24","increase",41
"Women, 20-24","result",41
"Women, 15-19","count",40
"Women, 15-19","night",40
"Women, 15-19","people",40
"Women, 15-19","vaginal",40
"Women, 20-24","ago",40
"Women, 20-24","positive",39
"Women, 20-24","ready",39
"Women, 20-24","transport",39
"Women, 15-19","happen",38
"Women, 20-24","breastfeed",38
"Women, 20-24","friend",38
"Women, 25-35","infection",38
"Women, 25-35","wait",38
"Women, 15-19","baby",37
"Women, 15-19","boy",37
"Women, 15-19","break",37
"Women, 15-19","itch",37
"Women, 20-24","medication",37
"Women, 20-24","reproductive",37
"Women, 36+","contraception/method",37
"Women, 15-19","abdominal",36
"Women, 20-24","boy",36
"Women, 20-24","clinic",36
"Women, 20-24","life",36
"Women, 20-24","promise",36
"Women, 20-24","severe",36
"Women, 20-24","suffer",36
"Women, 20-24","talk",36
"Women, 25-35","marriage",36
"Women, 20-24","release",35
"Women, 20-24","sperm",35
"Women, 15-19","bad",34
"Women, 15-19","healthy",34
"Women, 20-24","explain",34
"Women, 20-24","femiplan",34
"Women, 20-24","gonorrhea",34
"Women, 20-24","goodnight",34
"Women, 20-24","meet",34
"Women, 20-24","response",34
"Women, 20-24","spot",34
"Women, 25-35","(un)safe/days",34
"Women, 20-24","finish",33
"Women, 20-24","male",33
"Women, 20-24","reply",33
"Women, 20-24","urine",33
"Women, 25-35","treat",33
"Women, 15-19","fluid",32
"Women, 15-19","marriage",32
"Women, 15-19","sperm",32
"Women, 20-24","mother",32
"Women, 20-24","nice",32
"Women, 20-24","thick",32
"Women, 25-35","facility",32
"Women, 25-35","HIV/AIDS",32
"Women, 25-35","remove",32
"Women, 25-35","type",32
"Women, 20-24","eat",31
"Women, 20-24","hormonal",31
"Women, 20-24","tablet",31
"Women, 20-24","virgin",31
"Women, 20-24","wrong",31
"Women, 25-35","STD",31
"Women, 15-19","guy",30
"Women, 15-19","ht",30
"Women, 15-19","understand",30
"Women, 15-19","virginity",30
"Women, 20-24","benefit",30
"Women, 20-24","common",30
"Women, 20-24","engage",30
"Women, 20-24","family",30
"Women, 20-24","fibroid",30
"Women, 20-24","leave",30
"Women, 20-24","oral",30
"Women, 20-24","prep",30
"Women, 20-24","satisfy",30
"Women, 20-24","service",30
"Women, 15-19","female",29
"Women, 15-19","immediately",29
"Women, 15-19","late",29
"Women, 20-24","claim",29
"Women, 20-24","ejaculate",29
"Women, 20-24","food",29
"Women, 20-24","pimple",29
"Women, 20-24","side",29
"Women, 25-35","abdominal",29
"Women, 25-35","weight",29
"Women, 15-19","child",28
"Women, 15-19","medicine",28
"Women, 15-19","reproductive health",28
"Women, 15-19","suppose",28
"Women, 20-24","complication",28
"Women, 20-24","cure",28
"Women, 20-24","disadvantage",28
"Women, 20-24","due",28
"Women, 20-24","itchy",28
"Women, 20-24","ovarian",28
"Women, 20-24","possibility",28
"Women, 20-24","quiz",28
"Women, 25-35","health",28
"Women, 25-35","miss",28
"Women, 15-19","control",27
"Women, 15-19","effective",27
"Women, 15-19","friend",27
"Women, 15-19","learn",27
"Women, 15-19","morning",27
"Women, 15-19","reduce",27
"Women, 15-19","relationship",27
"Women, 15-19","remove",27
"Women, 20-24","break",27
"Women, 20-24","genital",27
"Women, 20-24","mine",27
"Women, 20-24","occur",27
"Women, 25-35","itch",27
"Women, 25-35","low",27
"Women, 25-35","miscarriage",27
"Women, 25-35","person",27
"Women, 25-35","test",27
"Women, 15-19","smell",26
"Women, 15-19","syphilis",26
"Women, 20-24","delivery",26
"Women, 20-24","ht",26
"Women, 20-24","natural",26
"Women, 20-24","ovulation",26
"Women, 20-24","suitable",26
"Women, 20-24","virus",26
"Women, 25-35","plan",26
"Women, 25-35","visit",26
"Women, 36+","cancer",26
"Women, 36+","family planning",26
"Women, 15-19","chance",25
"Women, 15-19","uti",25
"Women, 20-24","cd",25
"Women, 20-24","expect",25
"Women, 20-24","kit",25
"Women, 20-24","masturbation",25
"Women, 20-24","past",25
"Women, 20-24","undergo",25
"Women, 20-24","vasectomy",25
"Women, 20-24","vomit",25
"Women, 25-35","age",25
"Women, 15-19","birth control",24
"Women, 15-19","change",24
"Women, 15-19","engage",24
"Women, 15-19","ovulation",24
"Women, 15-19","release",24
"Women, 15-19","stomach",24
"Women, 15-19","virgin",24
"Women, 15-19","wrong",24
"Women, 20-24","candidiasis",24
"Women, 20-24","continue",24
"Women, 20-24","form",24
"Women, 20-24","gain",24
"Women, 20-24","hard",24
"Women, 20-24","headache",24
"Women, 20-24","information",24
"Women, 20-24","insert",24
"Women, 20-24","one's",24
"Women, 20-24","risk",24
"Women, 20-24","spend",24
"Women, 20-24","tomorrow",24
"Women, 20-24","virginity",24
"Women, 25-35","ago",24
"Women, 25-35","doctor",24
"Women, 25-35","infect",24
"Women, 15-19","IUD",23
"Women, 15-19","reason",23
"Women, 15-19","reproductive",23
"Women, 20-24","emergency",23
"Women, 20-24","lose",23
"Women, 20-24","measure",23
"Women, 20-24","money",23
"Women, 20-24","stage",23
"Women, 25-35","vagina",23
"Women, 36+","period",23
"Women, 15-19","doctor",22
"Women, 15-19","occur",22
"Women, 15-19","reply",22
"Women, 20-24","check",22
"Women, 20-24","determine",22
"Women, 20-24","fat",22
"Women, 20-24","free",22
"Women, 20-24","sleep",22
"Women, 20-24","sti's",22
"Women, 25-35","cycle",22
"Women, 25-35","ht",22
"Women, 25-35","negative",22
"Women, 15-19","flow",21
"Women, 15-19","heavy",21
"Women, 15-19","negative",21
"Women, 15-19","pimple",21
"Women, 15-19","possibility",21
"Women, 15-19","ready",21
"Women, 15-19","term",21
"Women, 20-24","abnormal",21
"Women, 20-24","barren",21
"Women, 20-24","begin",21
"Women, 20-24","colour",21
"Women, 20-24","copper",21
"Women, 20-24","hope",21
"Women, 20-24","hv",21
"Women, 20-24","loose",21
"Women, 20-24","medical",21
"Women, 20-24","mensuration",21
"Women, 20-24","swell",21
"Women, 25-35","happen",21
"Women, 25-35","irregular",21
"Women, 25-35","people",21
"Women, 15-19","attend",20
"Women, 15-19","life",20
"Women, 15-19","recommend",20
"Women, 15-19","white",20
"Women, 20-24","afraid",20
"Women, 20-24","feedback",20
"Women, 20-24","hormone",20
"Women, 20-24","kisumu",20
"Women, 20-24","pass",20
"Women, 20-24","prefer",20
"Women, 20-24","text",20
"Women, 20-24","vigina",20
"Women, 25-35","mother",20
"Women, 25-35","pressure",20
"Women, 15-19","prep",19
"Women, 20-24","advantage",19
"Women, 20-24","decide",19
"Women, 20-24","fail",19
"Women, 20-24","imbalance",19
"Women, 20-24","implanon",19
"Women, 20-24","kiss",19
"Women, 20-24","mind",19
"Women, 20-24","size",19
"Women, 20-24","stress",19
"Women, 20-24","system",19
"Women, 20-24","urinary",19
"Women, 25-35","call",19
"Women, 25-35","healthy",19
"Women, 36+","pregnant",19
"Women, 15-19","calculate",18
"Women, 15-19","delay",18
"Women, 15-19","drug",18
"Women, 15-19","goodnight",18
"Women, 15-19","hiv/aids",18
"Women, 15-19","lead",18
"Women, 15-19","low",18
"Women, 15-19","sleep",18
"Women, 15-19","stay",18
"Women, 15-19","voucher",18
"Women, 20-24","assist",18
"Women, 20-24","calculate",18
"Women, 20-24","detect",18
"Women, 20-24","expire",18
"Women, 20-24","female condoms",18
"Women, 20-24","grow",18
"Women, 20-24","penis",18
"Women, 20-24","unwanted",18
"Women, 20-24","water",18
"Women, 25-35","count",18
"Women, 25-35","immediately",18
"Women, 25-35","late",18
"Women, 25-35","norplant",18
"Women, 25-35","positive",18
"Women, 25-35","reason",18
"Women, 36+","effect/side effect",18
"Women, 15-19","explain",17
"Women, 15-19","kiss",17
"Women, 15-19","penis",17
"Women, 15-19","school",17
"Women, 15-19","sexual health",17
"Women, 15-19","shave",17
"Women, 20-24","contract",17
"Women, 20-24","dangerous",17
"Women, 20-24","disappear",17
"Women, 20-24","dispensary",17
"Women, 20-24","ectopic",17
"Women, 20-24","mpesa",17
"Women, 20-24","pus",17
"Women, 20-24","reach",17
"Women, 20-24","shave",17
"Women, 20-24","st",17
"Women, 20-24","track",17
"Women, 25-35","attend",17
"Women, 25-35","claim",17
"Women, 25-35","fibroid",17
"Women, 25-35","iucd",17
"Women, 25-35","leave",17
"Women, 25-35","regular",17
"Women, 25-35","transport",17
"Women, 36+","sex",17
"Women, 15-19","concern",16
"Women, 15-19","cure",16
"Women, 15-19","genital",16
"Women, 15-19","gonorrhea",16
"Women, 15-19","issue",16
"Women, 15-19","play",16
"Women, 15-19","weight",16
"Women, 15-19","yeast",16
"Women, 20-24","contact",16
"Women, 20-24","cost",16
"Women, 20-24","deal",16
"Women, 20-24","everyday",16
"Women, 20-24","fear",16
"Women, 20-24","libido",16
"Women, 20-24","live",16
"Women, 20-24","nausea",16
"Women, 20-24","organ",16
"Women, 20-24","thankyou",16
"Women, 20-24","uterus",16
"Women, 20-24","wash",16
"Women, 20-24","womb",16
"Women, 25-35","body",16
"Women, 25-35","disease",16
"Women, 25-35","effective",16
"Women, 25-35","hear",16
"Women, 25-35","hv",16
"Women, 25-35","private",16
"Women, 25-35","send",16
"Women, 25-35","suppose",16
"Women, 15-19","ago",15
"Women, 15-19","hospital",15
"Women, 15-19","male",15
"Women, 15-19","quiz",15
"Women, 15-19","service",15
"Women, 15-19","short",15
"Women, 15-19","vomit",15
"Women, 15-19","wart",15
"Women, 20-24","antibiotic",15
"Women, 20-24","arm",15
"Women, 20-24","burst",15
"Women, 20-24","completely",15
"Women, 20-24","consult",15
"Women, 20-24","cyst",15
"Women, 20-24","desire",15
"Women, 20-24","en",15
"Women, 20-24","frequently",15
"Women, 20-24","hr",15
"Women, 20-24","injectable",15
"Women, 20-24","iucd",15
"Women, 20-24","moment",15
"Women, 20-24","numb",15
"Women, 20-24","ovulate",15
"Women, 20-24","play",15
"Women, 20-24","prolong",15
"Women, 20-24","rash",15
"Women, 20-24","refuse",15
"Women, 20-24","school",15
"Women, 20-24","soap",15
"Women, 20-24","spin-dry",15
"Women, 20-24","tear",15
"Women, 20-24","tract",15
"Women, 20-24","yellow",15
"Women, 25-35","boy",15
"Women, 25-35","cramp",15
"Women, 25-35","hormonal",15
"Women, 25-35","issue",15
"Women, 25-35","learn",15
"Women, 25-35","morning",15
"Women, 25-35","prolong",15
"Women, 25-35","recommend",15
"Women, 25-35","sexual health",15
"Women, 25-35","syphilis",15
"Women, 25-35","vaginal",15
"Women, 25-35","worry",15
"Women, 36+","conceive",15
"Women, 15-19","ad",14
"Women, 15-19","expect",14
"Women, 15-19","itchy",14
"Women, 15-19","masturbation",14
"Women, 15-19","plan",14
"Women, 15-19","positive",14
"Women, 15-19","risk",14
"Women, 15-19","satisfy",14
"Women, 15-19","severe",14
"Women, 15-19","thick",14
"Women, 20-24","amount",14
"Women, 20-24","appetite",14
"Women, 20-24","barrenness",14
"Women, 20-24","bed",14
"Women, 20-24","brown",14
"Women, 20-24","burn",14
"Women, 20-24","clean",14
"Women, 20-24","code",14
"Women, 20-24","dark",14
"Women, 20-24","enjoy",14
"Women, 20-24","fungal",14
"Women, 20-24","harmful",14
"Women, 20-24","knw",14
"Women, 20-24","loss",14
"Women, 20-24","recently",14
"Women, 20-24","regularly",14
"Women, 20-24","situation",14
"Women, 20-24","terminate",14
"Women, 20-24","unmarried",14
"Women, 20-24","virgina",14
"Women, 20-24","wise",14
"Women, 20-24","withdrawal",14
"Women, 25-35","bear",14
"Women, 25-35","change",14
"Women, 25-35","delivery",14
"Women, 25-35","family",14
"Women, 25-35","hospital",14
"Women, 25-35","reduce",14
"Women, 36+","cervical",14
"Women, 15-19","clot",13
"Women, 15-19","crumps",13
"Women, 15-19","disadvantage",13
"Women, 15-19","due",13
"Women, 15-19","facility",13
"Women, 15-19","female condoms",13
"Women, 15-19","hormonal",13
"Women, 15-19","mine",13
"Women, 15-19","mother",13
"Women, 15-19","pubic",13
"Women, 15-19","size",13
"Women, 15-19","suck",13
"Women, 15-19","talk",13
"Women, 15-19","text",13
"Women, 15-19","thankyou",13
"Women, 15-19","tomorrow",13
"Women, 15-19","worry",13
"Women, 20-24","arvs",13
"Women, 20-24","bear",13
"Women, 20-24","black",13
"Women, 20-24","complain",13
"Women, 20-24","conception",13
"Women, 20-24","deliver",13
"Women, 20-24","follow",13
"Women, 20-24","frequent",13
"Women, 20-24","helpful",13
"Women, 20-24","incase",13
"Women, 20-24","itchiness",13
"Women, 20-24","main",13
"Women, 20-24","maintain",13
"Women, 20-24","milk",13
"Women, 20-24","option",13
"Women, 20-24","process",13
"Women, 20-24","produce",13
"Women, 20-24","prostate",13
"Women, 20-24","real",13
"Women, 20-24","reproduction",13
"Women, 20-24","rid",13
"Women, 20-24","save",13
"Women, 20-24","scare",13
"Women, 20-24","seek",13
"Women, 20-24","skin",13
"Women, 20-24","smelly",13
"Women, 20-24","tire",13
"Women, 20-24","wet",13
"Women, 20-24","whitish",13
"Women, 20-24","women's",13
"Women, 25-35","chance",13
"Women, 25-35","control",13
"Women, 25-35","date",13
"Women, 25-35","delay",13
"Women, 25-35","disadvantage",13
"Women, 25-35","dispensary",13
"Women, 25-35","drug",13
"Women, 25-35","fat",13
"Women, 25-35","femiplan",13
"Women, 25-35","friend",13
"Women, 25-35","gonorrhea",13
"Women, 25-35","heavy",13
"Women, 25-35","promise",13
"Women, 25-35","uti",13
"Women, 15-19","benefit",12
"Women, 15-19","form",12
"Women, 15-19","free",12
"Women, 15-19","hair",12
"Women, 15-19","hear",12
"Women, 15-19","hormone",12
"Women, 15-19","medical",12
"Women, 15-19","mind",12
"Women, 15-19","regular",12
"Women, 15-19","save",12
"Women, 15-19","urine",12
"Women, 20-24","accord",12
"Women, 20-24","buy",12
"Women, 20-24","care",12
"Women, 20-24","condition",12
"Women, 20-24","factor",12
"Women, 20-24","happy",12
"Women, 20-24","importance",12
"Women, 20-24","inject",12
"Women, 20-24","inside",12
"Women, 20-24","limit",12
"Women, 20-24","locate",12
"Women, 20-24","menopause",12
"Women, 20-24","mucus",12
"Women, 20-24","notice",12
"Women, 20-24","offer",12
"Women, 20-24","pant",12
"Women, 20-24","phone",12
"Women, 20-24","rate",12
"Women, 20-24","share",12
"Women, 20-24","skip",12
"Women, 20-24","student",12
"Women, 20-24","thin",12
"Women, 25-35","benefit",12
"Women, 25-35","center",12
"Women, 25-35","clinic",12
"Women, 25-35","due",12
"Women, 25-35","ksh",12
"Women, 25-35","lead",12
"Women, 25-35","past",12
"Women, 36+","breast",12
"Women, 36+","facility",12
"Women, 36+","pain",12
"Women, 36+","question/answer",12
"Women, 36+","sign/symptom",12
"Women, 15-19","afraid",11
"Women, 15-19","apply",11
"Women, 15-19","common",11
"Women, 15-19","copper",11
"Women, 15-19","depo",11
"Women, 15-19","kisumu",11
"Women, 15-19","lack",11
"Women, 15-19","meet",11
"Women, 15-19","nausea",11
"Women, 15-19","oral",11
"Women, 15-19","past",11
"Women, 15-19","produce",11
"Women, 15-19","realize",11
"Women, 15-19","sti's",11
"Women, 15-19","tear",11
"Women, 20-24","ache",11
"Women, 20-24","act",11
"Women, 20-24","anytime",11
"Women, 20-24","april",11
"Women, 20-24","awoman",11
"Women, 20-24","backache",11
"Women, 20-24","chat",11
"Women, 20-24","circle",11
"Women, 20-24","comfortable",11
"Women, 20-24","continuous",11
"Women, 20-24","cream",11
"Women, 20-24","crumps",11
"Women, 20-24","excess",11
"Women, 20-24","extend",11
"Women, 20-24","fee",11
"Women, 20-24","growth",11
"Women, 20-24","hair",11
"Women, 20-24","improve",11
"Women, 20-24","involve",11
"Women, 20-24","manage",11
"Women, 20-24","message",11
"Women, 20-24","monday",11
"Women, 20-24","pep",11
"Women, 20-24","pubic",11
"Women, 20-24","remain",11
"Women, 20-24","require",11
"Women, 20-24","respond",11
"Women, 20-24","screen",11
"Women, 20-24","specific",11
"Women, 20-24","support",11
"Women, 20-24","thrice",11
"Women, 20-24","tube",11
"Women, 20-24","uterine",11
"Women, 20-24","yellowish",11
"Women, 25-35","abortion",11
"Women, 25-35","birth control",11
"Women, 25-35","breastfeed",11
"Women, 25-35","bring",11
"Women, 25-35","deliver",11
"Women, 25-35","emergency pills",11
"Women, 25-35","female",11
"Women, 25-35","lose",11
"Women, 25-35","love",11
"Women, 25-35","medication",11
"Women, 25-35","swell",11
"Women, 25-35","tear",11
"Women, 25-35","unprotected sex",11
"Women, 36+","blood/bleed",11
"Women, 15-19","ache",10
"Women, 15-19","bed",10
"Women, 15-19","bring",10
"Women, 15-19","deal",10
"Women, 15-19","en",10
"Women, 15-19","fail",10
"Women, 15-19","fear",10
"Women, 15-19","follow",10
"Women, 15-19","frequent",10
"Women, 15-19","harmful",10
"Women, 15-19","headache",10
"Women, 15-19","hurt",10
"Women, 15-19","information",10
"Women, 15-19","inside",10
"Women, 15-19","latex",10
"Women, 15-19","mensuration",10
"Women, 15-19","nice",10
"Women, 15-19","pass",10
"Women, 15-19","result",10
"Women, 15-19","send",10
"Women, 15-19","urinate",10
"Women, 15-19","vasectomy",10
"Women, 15-19","virus",10
"Women, 15-19","visit",10
"Women, 15-19","yesterday",10
"Women, 20-24","activity",10
"Women, 20-24","boost",10
"Women, 20-24","challenge",10
"Women, 20-24","chancroid",10
"Women, 20-24","develop",10
"Women, 20-24","easy",10
"Women, 20-24","function",10
"Women, 20-24","herpes",10
"Women, 20-24","home",10
"Women, 20-24","implantation",10
"Women, 20-24","irritation",10
"Women, 20-24","job",10
"Women, 20-24","light",10
"Women, 20-24","matter",10
"Women, 20-24","moth",10
"Women, 20-24","mouth",10
"Women, 20-24","norplant",10
"Women, 20-24","oil",10
"Women, 20-24","pelvic",10
"Women, 20-24","physical",10
"Women, 20-24","position",10
"Women, 20-24","postinor",10
"Women, 20-24","practice",10
"Women, 20-24","premature",10
"Women, 20-24","procedure",10
"Women, 20-24","relate",10
"Women, 20-24","solution",10
"Women, 20-24","spread",10
"Women, 20-24","suck",10
"Women, 20-24","twin",10
"Women, 20-24","urination",10
"Women, 25-35","fluid",10
"Women, 25-35","food",10
"Women, 25-35","goodnight",10
"Women, 25-35","hormone",10
"Women, 25-35","medicine",10
"Women, 25-35","message",10
"Women, 25-35","penis",10
"Women, 25-35","reach",10
"Women, 25-35","reproductive health",10
"Women, 25-35","satisfy",10
"Women, 25-35","smell",10
"Women, 25-35","stomach",10
"Women, 25-35","stress",10
"Women, 25-35","term",10
"Women, 25-35","transportation",10
"Women, 25-35","uterus",10
"Women, 25-35","virgin",10
"Women, 25-35","ward",10
"Women, 25-35","wrong",10
"Women, 36+","prevent",10
"Women, 15-19","active",9
"Women, 15-19","carry",9
"Women, 15-19","colour",9
"Women, 15-19","contact",9
"Women, 15-19","continue",9
"Women, 15-19","cram",9
"Women, 15-19","de",9
"Women, 15-19","disappear",9
"Women, 15-19","emergency",9
"Women, 15-19","fibroid",9
"Women, 15-19","gain",9
"Women, 15-19","harm",9
"Women, 15-19","increase",9
"Women, 15-19","knw",9
"Women, 15-19","lump",9
"Women, 15-19","measure",9
"Women, 15-19","miscarriage",9
"Women, 15-19","notice",9
"Women, 15-19","numb",9
"Women, 15-19","response",9
"Women, 15-19","situation",9
"Women, 15-19","smelly",9
"Women, 15-19","spend",9
"Women, 15-19","substance",9
"Women, 15-19","undergo",9
"Women, 15-19","unwanted",9
"Women, 15-19","virginal",9
"Women, 15-19","yellow",9
"Women, 20-24","ad",9
"Women, 20-24","add",9
"Women, 20-24","alady",9
"Women, 20-24","assistance",9
"Women, 20-24","ball",9
"Women, 20-24","carry",9
"Women, 20-24","close",9
"Women, 20-24","clot",9
"Women, 20-24","connect",9
"Women, 20-24","county",9
"Women, 20-24","diet",9
"Women, 20-24","discomfort",9
"Women, 20-24","drink",9
"Women, 20-24","duration",9
"Women, 20-24","fall",9
"Women, 20-24","fistula",9
"Women, 20-24","half",9
"Women, 20-24","hand",9
"Women, 20-24","harm",9
"Women, 20-24","hellow",9
"Women, 20-24","human",9
"Women, 20-24","hygiene",9
"Women, 20-24","july",9
"Women, 20-24","level",9
"Women, 20-24","major",9
"Women, 20-24","maximum",9
"Women, 20-24","normaly",9
"Women, 20-24","orgasm",9
"Women, 20-24","ovary",9
"Women, 20-24","patner",9
"Women, 20-24","pay",9
"Women, 20-24","plant",9
"Women, 20-24","referral",9
"Women, 20-24","sharp",9
"Women, 20-24","stretch",9
"Women, 20-24","substance",9
"Women, 20-24","tampon",9
"Women, 20-24","tend",9
"Women, 20-24","transportation",9
"Women, 20-24","tummy",9
"Women, 20-24","usual",9
"Women, 20-24","virginia",9
"Women, 20-24","waist",9
"Women, 20-24","wall",9
"Women, 25-35","active",9
"Women, 25-35","assist",9
"Women, 25-35","clot",9
"Women, 25-35","decide",9
"Women, 25-35","erection",9
"Women, 25-35","feed",9
"Women, 25-35","future",9
