"accountid","convoWeek","convoYear","msgOrder","delayPrev","type","firstQuestion","qType","myth","convoID","topic","qualCode","gender","language","age","nurse"
2452,3,2019,4,5,"agent",NA,NA,NA,1,"ejaculation","answer","man","eng",24,0
2452,3,2019,5,1,"agent",NA,NA,NA,1,"ejaculation","question","man","eng",24,0
2452,3,2019,6,37,"user",FALSE,NA,NA,1,"ejaculation","response","man","eng",24,0
2452,3,2019,7,16,"user",FALSE,NA,NA,1,"ejaculation","response","man","eng",24,0
2452,3,2019,8,2,"agent",NA,NA,NA,1,"ejaculation","question","man","eng",24,0
2452,3,2019,9,2,"user",FALSE,"causes",NA,1,"ejaculation","question","man","eng",24,0
2452,3,2019,10,11,"agent",NA,NA,NA,1,"ejaculation","answer, question","man","eng",24,0
2452,3,2019,11,63,"user",FALSE,"causes",NA,1,"sex benefits","question","man","eng",24,0
2452,3,2019,12,1,"agent",NA,NA,NA,1,"sex benefits","answer, question","man","eng",24,0
2452,3,2019,13,19,"user",FALSE,"causes",NA,1,"cancer","question","man","eng",24,0
2452,3,2019,14,917,"agent",NA,NA,NA,1,"cancer","answer, question","man","eng",24,0
2524,42,2018,1,NA,"user",TRUE,"causes",NA,1,"oral contraceptives","question","man","eng",20,0
2524,42,2018,2,5,"agent",NA,NA,NA,1,"oral contraceptives","answer","man","eng",20,0
2524,43,2018,3,10298,"user",TRUE,"causes",NA,2,"oral contraceptives","question","man","eng",20,0
2524,43,2018,4,1,"agent",NA,NA,NA,2,"oral contraceptives","answer, question","man","eng",20,0
2524,43,2018,5,2,"user",FALSE,"causes",NA,2,"emergency contraception","question","man","eng",20,0
2524,43,2018,6,2,"agent",NA,NA,NA,2,"emergency contraception","answer, question","man","eng",20,0
2524,43,2018,7,3,"user",FALSE,"causes",NA,2,"emergency contraception","question","man","eng",20,0
2524,43,2018,8,0,"agent",NA,NA,NA,2,"emergency contraception","answer","man","eng",20,0
2524,43,2018,9,1,"agent",NA,NA,NA,2,"emergency contraception","answer","man","eng",20,0
2524,43,2018,10,0,"agent",NA,NA,NA,2,"emergency contraception","question","man","eng",20,0
2524,43,2018,11,6,"user",FALSE,"causes",NA,2,"libido","question","man","eng",20,0
2524,43,2018,12,14,"user",FALSE,"causes",NA,2,"libido","question","man","eng",20,0
2524,43,2018,13,14,"agent",NA,NA,NA,2,"libido","answer","man","eng",20,0
2524,43,2018,14,5,"user",FALSE,"causes",NA,2,"legality","question","man","eng",20,0
2524,43,2018,15,10,"agent",NA,NA,NA,2,"legality","answer, question","man","eng",20,0
2524,43,2018,16,6,"user",FALSE,NA,NA,2,"legality","response","man","eng",20,0
2524,43,2018,17,7,"agent",NA,NA,NA,2,"legality","bye","man","eng",20,0
2524,43,2018,18,1,"user",TRUE,NA,NA,2,"legality","bye","man","eng",20,0
2524,43,2018,19,1,"user",FALSE,NA,NA,2,"legality","thanks","man","eng",20,0
2524,43,2018,20,746,"agent",NA,NA,NA,2,"erections","question","man","eng",20,0
2524,43,2018,21,30,"user",FALSE,"causes",NA,2,"erections","question","man","eng",20,0
2524,43,2018,22,230,"agent",NA,NA,NA,2,"erections","question","man","eng",20,0
2524,43,2018,23,2,"user",FALSE,NA,NA,2,"erections","response","man","eng",20,0
2524,43,2018,24,113,"agent",NA,NA,NA,2,"erections","answer","man","eng",20,0
2614,48,2018,1,NA,"user",TRUE,"advice",NA,1,"contraception","question","man","eng",21,0
2614,48,2018,2,5,"user",FALSE,NA,NA,1,"contraception","nothing","man","eng",21,0
2614,48,2018,3,2,"user",FALSE,"meaning",NA,1,"srh","question","man","eng",21,0
2614,48,2018,4,1402,"agent",NA,NA,NA,1,"srh","answer, question","man","eng",21,0
2614,48,2018,5,1,"agent",NA,NA,NA,1,"contraception","answer, question","man","eng",21,0
2614,48,2018,6,70,"user",FALSE,NA,NA,1,"contraception","response","man","eng",21,0
2614,48,2018,7,1424,"agent",NA,NA,NA,1,"contraception","question","man","eng",21,0
2614,48,2018,8,5,"user",FALSE,NA,NA,1,"vasectomy","response","man","eng",21,0
2614,48,2018,9,35,"agent",NA,NA,NA,1,"vasectomy","answer, question","man","eng",21,0
2614,48,2018,10,2,"user",FALSE,"meaning",NA,1,"dual protection","question","man","eng",21,0
2614,48,2018,11,3,"agent",NA,NA,NA,1,"dual protection","answer, question","man","eng",21,0
2614,48,2018,12,23,"user",FALSE,NA,NA,1,"dual protection","response","man","eng",21,0
2614,48,2018,13,1,"user",FALSE,"advice",NA,1,"withdrawal","question","man","eng",21,0
2614,48,2018,14,41,"agent",NA,NA,NA,1,"withdrawal","answer, question","man","eng",21,0
3102,43,2018,1,NA,"user",TRUE,"causes",NA,1,"side effects","question","woman","eng",20,0
3102,43,2018,2,4,"agent",NA,NA,NA,1,"side effects","answer, question","woman","eng",20,0
3102,43,2018,3,7,"user",FALSE,"advice",NA,1,"contraception","question","woman","eng",20,0
3102,43,2018,4,28,"agent",NA,NA,NA,1,"contraception","answer","woman","eng",20,0
3102,43,2018,5,3,"user",FALSE,NA,NA,1,"contraception","response","woman","eng",20,0
3102,43,2018,6,280,"user",TRUE,"symptoms",NA,2,"menstruation","question","woman","eng",20,0
3102,43,2018,7,0,"agent",NA,NA,NA,1,"menstruation","answer","woman","eng",20,0
3102,43,2018,8,2,"user",FALSE,NA,NA,1,"menstruation","response","woman","eng",20,0
3102,43,2018,9,2,"user",FALSE,"causes",NA,1,"side effects","question","woman","eng",20,0
3102,43,2018,10,2,"agent",NA,NA,NA,1,"side effects","answer","woman","eng",20,0
3102,43,2018,11,2,"user",FALSE,NA,NA,1,"side effects","response","woman","eng",20,0
3102,43,2018,12,15,"user",FALSE,"symptoms",NA,1,"physiology","question","woman","eng",20,0
3102,43,2018,13,2,"agent",NA,NA,NA,1,"physiology","answer","woman","eng",20,0
3102,43,2018,14,2139,"user",FALSE,NA,NA,2,"sex pains","nothing","woman","eng",20,0
3102,44,2018,15,2946,"agent",NA,NA,NA,2,"sex pains","question","woman","eng",20,0
3102,44,2018,16,1360,"user",FALSE,NA,NA,2,"sex pains","nothing","woman","eng",20,0
3102,44,2018,17,3,"user",FALSE,"symptoms",NA,2,"sex pains","question","woman","eng",20,0
3102,44,2018,18,77,"agent",NA,NA,NA,2,"sex pains","answer, question","woman","eng",20,0
3102,44,2018,19,4233,"user",FALSE,"causes",NA,2,"cervical cancer","question","woman","eng",20,0
3102,44,2018,20,74,"agent",NA,NA,NA,2,"cervical cancer","answer, question","woman","eng",20,0
3102,44,2018,21,1405,"user",TRUE,"symptoms",NA,2,"menstruation","question","woman","eng",20,0
3102,44,2018,22,893,"agent",NA,NA,NA,2,"menstruation","answer","woman","eng",20,0
3102,44,2018,23,0,"agent",NA,NA,NA,2,"menstruation","question","woman","eng",20,0
3102,45,2018,24,4829,"user",TRUE,"causes",NA,3,"pregnancy","question","woman","eng",20,0
3102,45,2018,25,280,"user",FALSE,NA,NA,3,"pregnancy","nothing","woman","eng",20,0
3102,45,2018,26,777,"agent",NA,NA,NA,3,"pregnancy","answer","woman","eng",20,0
3102,45,2018,27,0,"agent",NA,NA,NA,3,"pregnancy","question","woman","eng",20,0
3102,45,2018,28,1074,"user",TRUE,"symptoms",NA,3,"pregnancy","question","woman","eng",20,0
3102,45,2018,29,10,"agent",NA,NA,NA,3,"pregnancy","answer, question","woman","eng",20,0
3102,50,2018,30,50400,"user",TRUE,"symptoms",NA,4,"pregnancy","question","woman","eng",20,0
3102,50,2018,31,932,"agent",NA,NA,NA,4,"pregnancy","question","woman","eng",20,0
3102,50,2018,32,2,"user",FALSE,"symptoms",NA,4,"pregnancy","question","woman","eng",20,0
3102,50,2018,33,11,"agent",NA,NA,NA,4,"pregnancy","answer, question","woman","eng",20,0
3102,50,2018,34,4,"user",FALSE,"symptoms",NA,4,"pregnancy","question","woman","eng",20,0
3102,50,2018,35,194,"agent",NA,NA,NA,4,"pregnancy","answer","woman","eng",20,0
3102,50,2018,36,2,"user",FALSE,NA,NA,4,"pregnancy","response","woman","eng",20,0
3102,50,2018,37,126,"agent",NA,NA,NA,4,"pregnancy","bye","woman","eng",20,0
3163,31,2018,1,NA,"user",TRUE,"advice",NA,1,"contraception","question","man","eng",25,0
3163,31,2018,2,13,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,3,0,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,4,0,"agent",NA,NA,NA,1,"contraception","answer, question","man","eng",25,0
3163,31,2018,5,3,"user",FALSE,NA,NA,1,"contraception","response","man","eng",25,0
3163,31,2018,6,8,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,7,0,"agent",NA,NA,NA,1,"contraception","answer, question","man","eng",25,0
3163,31,2018,8,3,"user",FALSE,NA,NA,1,"contraception","response","man","eng",25,0
3163,31,2018,9,86,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,10,0,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,11,0,"agent",NA,NA,NA,1,"contraception","answer","man","eng",25,0
3163,31,2018,12,972,"user",TRUE,"meaning",NA,2,"sexual preferences","question","man","eng",25,0
3163,31,2018,13,781,"agent",NA,NA,NA,2,"sexual preferences","answer","man","eng",25,0
3163,31,2018,14,0,"agent",NA,NA,NA,2,"sexual preferences","answer","man","eng",25,0
3163,31,2018,15,0,"agent",NA,NA,NA,2,"sexual preferences","bye","man","eng",25,0
3163,32,2018,16,2272,"user",TRUE,"causes",NA,3,"contraception","question","man","eng",25,0
3163,32,2018,17,13,"agent",NA,NA,NA,3,"contraception","answer","man","eng",25,0
3163,32,2018,18,4,"user",TRUE,"causes",NA,3,"contraception","question","man","eng",25,0
3163,32,2018,19,22,"agent",NA,NA,NA,3,"contraception","answer","man","eng",25,0
3163,32,2018,20,0,"agent",NA,NA,NA,3,"contraception","answer, question","man","eng",25,0
3163,32,2018,21,564,"user",TRUE,"causes",NA,3,"menstruation","question","man","eng",25,0
3163,32,2018,22,1,"user",FALSE,NA,NA,3,"menstruation","bye","man","eng",25,0
3163,32,2018,23,811,"agent",NA,NA,NA,3,"menstruation","question","man","eng",25,0
3163,32,2018,24,69,"user",FALSE,NA,NA,3,"menstruation","response","man","eng",25,0
3163,32,2018,25,118,"agent",NA,NA,NA,3,"menstruation","question","man","eng",25,0
3163,32,2018,26,2,"user",FALSE,NA,NA,3,"menstruation","response","man","eng",25,0
3163,32,2018,27,11,"agent",NA,NA,NA,3,"menstruation","answer","man","eng",25,0
3163,32,2018,28,4,"user",FALSE,"access",NA,3,"service","question","man","eng",25,0
3163,32,2018,29,6,"agent",NA,NA,NA,3,"service","answer","man","eng",25,0
3163,32,2018,30,1,"user",FALSE,NA,NA,3,"service","nothing","man","eng",25,0
3163,32,2018,31,225,"user",TRUE,"access",NA,3,"service","question","man","eng",25,0
3163,32,2018,32,1,"agent",NA,NA,NA,3,"service","question","man","eng",25,0
3163,32,2018,33,2,"user",FALSE,"advice",NA,3,"sex pains","question","man","eng",25,0
3163,32,2018,34,7,"agent",NA,NA,NA,3,"sex pains","answer, question","man","eng",25,0
3163,32,2018,35,2962,"user",TRUE,"causes",NA,4,"contraception","question","man","eng",25,0
3163,32,2018,36,924,"agent",NA,NA,NA,4,"contraception","answer, question","man","eng",25,0
3163,33,2018,37,3036,"user",TRUE,"causes",NA,4,"unsafe days","question","man","eng",25,0
3163,33,2018,38,17,"agent",NA,NA,NA,4,"unsafe days","question","man","eng",25,0
3163,33,2018,39,3,"user",FALSE,"causes","yes",4,"unsafe days","question","man","eng",25,0
3163,33,2018,40,6,"agent",NA,NA,NA,4,"unsafe days","answer, question","man","eng",25,0
3604,44,2018,1,NA,"user",TRUE,"advice",NA,1,"side effects","question","man","eng",24,0
3604,44,2018,2,31,"agent",NA,NA,NA,1,"side effects","answer, question","man","eng",24,0
3604,44,2018,3,3,"user",FALSE,"advice",NA,1,"side effects","question","man","eng",24,0
3604,44,2018,4,3,"agent",NA,NA,NA,1,"side effects","answer","man","eng",24,0
3604,44,2018,5,7,"user",FALSE,"meaning",NA,1,"service","question","man","eng",24,0
3604,44,2018,6,19,"agent",NA,NA,NA,1,"service","answer, question","man","eng",24,0
3604,44,2018,7,51,"user",TRUE,"causes",NA,1,"pregnancy","question","man","eng",24,0
3604,44,2018,8,0,"user",FALSE,"causes",NA,1,"pregnancy","question","man","eng",24,0
3604,44,2018,9,8,"user",FALSE,"causes",NA,1,"pregnancy","question","man","eng",24,0
3604,44,2018,10,767,"agent",NA,NA,NA,1,"pregnancy","answer","man","eng",24,0
3604,44,2018,11,1,"user",FALSE,"causes",NA,1,"pregnancy","question","man","eng",24,0
3604,44,2018,12,18,"agent",NA,NA,NA,1,"pregnancy","answer","man","eng",24,0
3604,44,2018,13,66,"agent",NA,NA,NA,1,"pregnancy","question","man","eng",24,1
3604,44,2018,14,575,"user",FALSE,"causes",NA,1,"pregnancy","question","man","eng",24,0
3604,44,2018,15,2191,"agent",NA,NA,NA,1,"pregnancy","answer","man","eng",24,0
3604,44,2018,16,241,"agent",NA,NA,NA,1,"pregnancy","answer, question","man","eng",24,1
3604,44,2018,17,1,"user",FALSE,NA,NA,1,"pregnancy","response","man","eng",24,0
3604,44,2018,18,27,"agent",NA,NA,NA,1,"pregnancy","bye","man","eng",24,0
3728,25,2018,1,NA,"user",TRUE,"advice",NA,1,"arousal","question","woman","eng",18,0
3728,25,2018,2,3,"user",FALSE,"advice",NA,1,"arousal","question","woman","eng",18,0
3728,25,2018,3,62,"user",FALSE,"causes",NA,1,"STI","question","woman","eng",18,0
3728,25,2018,4,1431,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,5,0,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,6,0,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,7,0,"agent",NA,NA,NA,1,"STI","question","woman","eng",18,0
3728,25,2018,8,2,"user",FALSE,NA,NA,1,"STI","response","woman","eng",18,0
3728,25,2018,9,5,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,10,0,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,11,1,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,12,0,"agent",NA,NA,NA,1,"STI","question","woman","eng",18,0
3728,25,2018,13,1,"user",FALSE,NA,NA,1,"STI","response","woman","eng",18,0
3728,25,2018,14,6,"user",FALSE,"causes",NA,1,"STI","question","woman","eng",18,0
3728,25,2018,15,15,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,0
3728,25,2018,16,194,"user",FALSE,"causes",NA,1,"STI","question","woman","eng",18,0
3728,26,2018,17,1012,"user",FALSE,"causes",NA,1,"STI","question","woman","eng",18,0
3728,26,2018,18,13,"agent",NA,NA,NA,1,"STI","question","woman","eng",18,0
3728,26,2018,19,1,"user",FALSE,"causes",NA,1,"STI","question","woman","eng",18,0
3728,26,2018,20,65,"agent",NA,NA,NA,1,"STI","answer","woman","eng",18,1
3728,26,2018,21,113,"user",FALSE,"causes",NA,1,"child sex","question","woman","eng",18,0
3728,26,2018,22,949,"agent",NA,NA,NA,1,"child sex","answer","woman","eng",18,0
3728,26,2018,23,0,"agent",NA,NA,NA,1,"child sex","answer","woman","eng",18,0
3738,32,2018,1,NA,"user",TRUE,"causes",NA,1,"condoms","question","woman","eng",21,0
3738,32,2018,2,1016,"agent",NA,NA,NA,1,"condoms","question","woman","eng",21,0
3738,32,2018,3,9,"user",FALSE,"causes",NA,1,"condoms","question","woman","eng",21,0
3738,32,2018,4,117,"agent",NA,NA,NA,1,"condoms","question","woman","eng",21,0
3738,32,2018,5,5,"user",FALSE,"causes",NA,1,"condoms","question","woman","eng",21,0
3738,32,2018,6,64,"agent",NA,NA,NA,1,"condoms","answer","woman","eng",21,0
3738,32,2018,7,1,"agent",NA,NA,NA,1,"contraception","answer, question","woman","eng",21,0
3738,32,2018,8,91,"user",FALSE,NA,NA,1,"contraception","response","woman","eng",21,0
3738,32,2018,9,154,"agent",NA,NA,NA,1,"contraception","answer, question","woman","eng",21,0
3738,32,2018,10,1117,"user",TRUE,"symptoms",NA,1,"vaginal irritation","question","woman","eng",21,0
3738,32,2018,11,598,"agent",NA,NA,NA,1,"vaginal irritation","answer","woman","eng",21,0
3738,32,2018,12,51,"user",FALSE,NA,NA,1,"vaginal irritation","thanks","woman","eng",21,0
3738,32,2018,13,1,"user",FALSE,NA,NA,1,"vaginal irritation","nothing","woman","eng",21,0
3738,33,2018,14,668,"agent",NA,NA,NA,1,"contraception","question","woman","eng",21,0
3738,33,2018,15,32,"user",FALSE,NA,NA,1,"contraception","response","woman","eng",21,0
3738,33,2018,16,38,"agent",NA,NA,NA,1,"contraception","answer","woman","eng",21,0
4213,43,2018,1,NA,"user",TRUE,"causes",NA,1,"condoms","question","man","eng",20,0
4213,43,2018,2,11,"agent",NA,NA,NA,1,"condoms","answer","man","eng",20,0
4213,43,2018,3,0,"agent",NA,NA,NA,1,"condoms","question","man","eng",20,0
4213,43,2018,4,48,"user",FALSE,NA,NA,1,"condoms","response","man","eng",20,0
4213,43,2018,5,47,"user",FALSE,"causes",NA,1,"HIV","question","man","eng",20,0
4213,43,2018,6,92,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,0
4213,43,2018,7,4,"user",FALSE,"causes",NA,1,"HIV","question","man","eng",20,0
4213,43,2018,8,28,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,0
4213,43,2018,9,20,"user",FALSE,"causes","yes",1,"HIV","question","man","eng",20,0
4213,43,2018,10,1,"user",FALSE,NA,NA,1,"HIV","bye","man","eng",20,0
4213,43,2018,11,732,"user",FALSE,"causes","yes",1,"HIV","question","man","eng",20,0
4213,43,2018,12,41,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,0
4213,43,2018,13,14,"user",FALSE,"causes",NA,1,"HIV","question","man","eng",20,0
4213,43,2018,14,13,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,0
4213,43,2018,15,3,"user",FALSE,"causes",NA,1,"HIV","question","man","eng",20,0
4213,43,2018,16,5,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,0
4213,43,2018,17,142,"user",FALSE,"meaning",NA,1,"HIV","question","man","eng",20,0
4213,43,2018,18,200,"agent",NA,NA,NA,1,"HIV","answer","man","eng",20,0
4213,43,2018,19,1276,"user",FALSE,"advice",NA,2,"condoms","question","man","eng",20,0
4213,44,2018,20,2644,"agent",NA,NA,NA,2,"condoms","question","man","eng",20,0
4213,44,2018,21,1,"user",FALSE,"advice",NA,2,"condoms","question","man","eng",20,0
4213,44,2018,22,10,"agent",NA,NA,NA,2,"condoms","answer","man","eng",20,0
4213,44,2018,23,48,"agent",NA,NA,NA,1,"HIV","answer, question","man","eng",20,1
4213,44,2018,24,2728,"user",FALSE,"causes",NA,2,"physiology","question","man","eng",20,0
